resTime,skill_query,query,globalId,code,parameters_msg,results,Text,返回Json
184ms,指尖查词,牵牛花的百科,1010193972528510232,200209,"{""wiki_keyword"":""牵牛花""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""牵牛花，原名牵牛，别名喇叭花，属一年生蔓性缠绕草本花卉。蔓生茎细长，约3到4米，全株多密被短刚毛。花冠呈喇叭样，花色鲜艳美丽。""}}]",牵牛花，原名牵牛，别名喇叭花，属一年生蔓性缠绕草本花卉。蔓生茎细长，约3到4米，全株多密被短刚毛。花冠呈喇叭样，花色鲜艳美丽。,"{""globalId"":""1010193972528510232"",""intent"":{""code"":200209,""operateState"":1010,""parameters"":{""wiki_keyword"":""牵牛花""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""牵牛花，原名牵牛，别名喇叭花，属一年生蔓性缠绕草本花卉。蔓生茎细长，约3到4米，全株多密被短刚毛。花冠呈喇叭样，花色鲜艳美丽。""}}]}"
77ms,指尖查词,蒲公英的资料,1010193972539710281,200209,"{""wiki_keyword"":""蒲公英""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""蒲公英别名黄花地丁，婆婆丁，华花郎等，是菊科多年生草本植物。蒲公英头状花序，种子上有白色冠毛结成的绒球，花开后随风飘到新的地方孕育新生命。""}}]",蒲公英别名黄花地丁，婆婆丁，华花郎等，是菊科多年生草本植物。蒲公英头状花序，种子上有白色冠毛结成的绒球，花开后随风飘到新的地方孕育新生命。,"{""globalId"":""1010193972539710281"",""intent"":{""code"":200209,""operateState"":1010,""parameters"":{""wiki_keyword"":""蒲公英""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""蒲公英别名黄花地丁，婆婆丁，华花郎等，是菊科多年生草本植物。蒲公英头状花序，种子上有白色冠毛结成的绒球，花开后随风飘到新的地方孕育新生命。""}}]}"
40ms,指尖查词,定个早上7点的闹钟,1010193972543710308,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]",好的，我会在12月24日的7点提醒你的。,"{""globalId"":""1010193972543710308"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]}"
100ms,指尖查词,蔷薇是啥,1010193972538510323,200205,null,"[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""蔷薇,又名刺蘼,刺红,买笑。属蔷薇科,落叶灌木。植株丛生,茎具蔓性,多刺。""}}]","蔷薇,又名刺蘼,刺红,买笑。属蔷薇科,落叶灌木。植株丛生,茎具蔓性,多刺。","{""globalId"":""1010193972538510323"",""intent"":{""code"":200205,""operateState"":1010,""parameters"":null},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""蔷薇,又名刺蘼,刺红,买笑。属蔷薇科,落叶灌木。植株丛生,茎具蔓性,多刺。""}}]}"
49ms,指尖查词,设置一个7点半的闹钟,1010193972544010368,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972544010368"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
35ms,指尖查词,帮我设置一个7点的闹钟,1010193972546110325,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]",好的，我会在12月24日的7点提醒你的。,"{""globalId"":""1010193972546110325"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]}"
43ms,指尖查词,明天早上7点钟叫醒我,1010193972546110327,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]",好的，我会在12月24日的7点提醒你的。,"{""globalId"":""1010193972546110327"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点提醒你的。""}}]}"
45ms,指尖查词,明早七点半设置闹钟,1010193972546110324,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972546110324"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
34ms,指尖查词,定一个明早7点半的闹钟,1010193972547510342,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972547510342"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
111ms,指尖查词,铜钱草的百科,1010193972539710329,200209,"{""wiki_keyword"":""铜钱""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""铜钱是古代铜质辅币，指秦汉以后的各类方孔圆钱，方孔圆钱的铸期一直延伸到清末民国初年。""}}]",铜钱是古代铜质辅币，指秦汉以后的各类方孔圆钱，方孔圆钱的铸期一直延伸到清末民国初年。,"{""globalId"":""1010193972539710329"",""intent"":{""code"":200209,""operateState"":1010,""parameters"":{""wiki_keyword"":""铜钱""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""铜钱是古代铜质辅币，指秦汉以后的各类方孔圆钱，方孔圆钱的铸期一直延伸到清末民国初年。""}}]}"
91ms,指尖查词,明天早上7点半叫我起床,1010193972542910297,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""memoContent"":""起床"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972542910297"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""memoContent"":""起床"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
121ms,指尖查词,树叶为什么是绿的,1010193972541010288,200205,null,"[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""树叶叶肉细胞里有一颗颗绿色的小粒,叫叶绿体,叶绿体内含叶绿素、叶黄素、胡萝卜素、花青素等色素。但叶绿素的含量占有绝对的优势,它把其他色素都掩盖了。因此,我们看到的植物叶子,呈现出一片绿色。""}}]","树叶叶肉细胞里有一颗颗绿色的小粒,叫叶绿体,叶绿体内含叶绿素、叶黄素、胡萝卜素、花青素等色素。但叶绿素的含量占有绝对的优势,它把其他色素都掩盖了。因此,我们看到的植物叶子,呈现出一片绿色。","{""globalId"":""1010193972541010288"",""intent"":{""code"":200205,""operateState"":1010,""parameters"":null},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""树叶叶肉细胞里有一颗颗绿色的小粒,叫叶绿体,叶绿体内含叶绿素、叶黄素、胡萝卜素、花青素等色素。但叶绿素的含量占有绝对的优势,它把其他色素都掩盖了。因此,我们看到的植物叶子,呈现出一片绿色。""}}]}"
130ms,指尖查词,天空为什么是蓝的,1010193972539910331,200205,null,"[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""天空其实没有颜色,我们之所以看到天空是蓝色,是因为太阳光的折射的缘故呢,是不是很神奇呢?""}}]","天空其实没有颜色,我们之所以看到天空是蓝色,是因为太阳光的折射的缘故呢,是不是很神奇呢?","{""globalId"":""1010193972539910331"",""intent"":{""code"":200205,""operateState"":1010,""parameters"":null},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""天空其实没有颜色,我们之所以看到天空是蓝色,是因为太阳光的折射的缘故呢,是不是很神奇呢?""}}]}"
191ms,指尖查词,金枝玉叶的百科,1010193972534210239,200209,"{""wiki_keyword"":""金枝玉叶""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""《金枝玉叶》是由苗侨伟、田海蓉、林保怡、赵子琪,、张萌、朱泳腾、翟天临等人主演的都市情感剧，围绕三姐妹玉欢、玉璇与玉琪跌宕起伏的际遇展开，讲述了三姐妹在各自的情感道路上经历了不同的人生故事。[1-2] 2011年8月22日，该剧在央视八套首播。""}}]","《金枝玉叶》是由苗侨伟、田海蓉、林保怡、赵子琪,、张萌、朱泳腾、翟天临等人主演的都市情感剧，围绕三姐妹玉欢、玉璇与玉琪跌宕起伏的际遇展开，讲述了三姐妹在各自的情感道路上经历了不同的人生故事。[1-2] 2011年8月22日，该剧在央视八套首播。","{""globalId"":""1010193972534210239"",""intent"":{""code"":200209,""operateState"":1010,""parameters"":{""wiki_keyword"":""金枝玉叶""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""《金枝玉叶》是由苗侨伟、田海蓉、林保怡、赵子琪,、张萌、朱泳腾、翟天临等人主演的都市情感剧，围绕三姐妹玉欢、玉璇与玉琪跌宕起伏的际遇展开，讲述了三姐妹在各自的情感道路上经历了不同的人生故事。[1-2] 2011年8月22日，该剧在央视八套首播。""}}]}"
46ms,指尖查词,7点半叫我起床,1010193972548910351,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""memoContent"":""起床"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972548910351"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""memoContent"":""起床"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
107ms,指尖查词,设置明天早上七点半的闹钟,1010193972543310301,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972543310301"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
44ms,指尖查词,明天7点半叫醒我,1010193972549210422,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972549210422"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
128ms,指尖查词,我要听白雪公主的故事,1010193972541610350,200201,"{""author"":"""",""name"":""白雪公主""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我要开始讲白雪公主了。""}},{""groupType"":0,""resultType"":""voice"",""values"":{""text"":""""}}]","我要开始讲白雪公主了。,","{""globalId"":""1010193972541610350"",""intent"":{""code"":200201,""operateState"":1100,""parameters"":{""author"":"""",""name"":""白雪公主""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我要开始讲白雪公主了。""}},{""groupType"":0,""resultType"":""voice"",""values"":{""text"":""""}}]}"
40ms,指尖查词,删除早上6:00的闹钟,1010193972550610436,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""06:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972550610436"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""06:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
153ms,指尖查词,播放故事,1010193972541110343,200201,"{""author"":"""",""name"":""173 张旭怀素狂草齐名""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我要开始讲173 张旭怀素狂草齐名了。""}},{""groupType"":0,""resultType"":""voice"",""values"":{""text"":""""}}]","我要开始讲173 张旭怀素狂草齐名了。,","{""globalId"":""1010193972541110343"",""intent"":{""code"":200201,""operateState"":1100,""parameters"":{""author"":"""",""name"":""173 张旭怀素狂草齐名""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我要开始讲173 张旭怀素狂草齐名了。""}},{""groupType"":0,""resultType"":""voice"",""values"":{""text"":""""}}]}"
96ms,指尖查词,设置明天早上7点半闹钟,1010193972546910399,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972546910399"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
67ms,指尖查词,明天早上七点半叫醒我,1010193972550310430,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972550310430"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
52ms,指尖查词,取消明天七点的闹钟,1010193972551810450,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972551810450"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
44ms,指尖查词,删除所有闹钟,1010193972553210465,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""memoContent"":""all"",""startDate"":""2022-12-23"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972553210465"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""memoContent"":""all"",""startDate"":""2022-12-23"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
105ms,指尖查词,你好问问，帮我定一个明天早上7点半的闹钟,1010193972547810344,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972547810344"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
43ms,指尖查词,取消明早7点的闹钟,1010193972554010388,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972554010388"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
76ms,指尖查词,明早七点半叫醒我,1010193972550710363,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972550710363"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""remind"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
58ms,指尖查词,取消7点的闹钟,1010193972553010380,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972553010380"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
45ms,指尖查词,现在几点了,1010193972554710393,200702,"{""currentTime"":1671798925571,""dateType"":""time""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]",现在时间是2022年12月23日20点35分。,"{""globalId"":""1010193972554710393"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925571,""dateType"":""time""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]}"
47ms,指尖查词,北京时间,1010193972554810395,200702,"{""currentTime"":1671798925564,""dateType"":""time"",""location"":""北京""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""北京现在时间是2022年12月23日20点35分。""}}]",北京现在时间是2022年12月23日20点35分。,"{""globalId"":""1010193972554810395"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925564,""dateType"":""time"",""location"":""北京""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""北京现在时间是2022年12月23日20点35分。""}}]}"
111ms,指尖查词,设定一个明天早上七点半的闹钟,1010193972548910418,200710,"{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]",好的，我会在12月24日的7点30分提醒你的。,"{""globalId"":""1010193972548910418"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""add"",""alarmTag"":""alarmClock"",""alarmType"":""alarmClock"",""cycleType"":0,""endDate"":""2022-12-24"",""startDate"":""2022-12-24"",""time"":""07:30:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的，我会在12月24日的7点30分提醒你的。""}}]}"
45ms,指尖查词,现在时间,1010193972556610489,200702,"{""currentTime"":1671798925585,""dateType"":""time""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]",现在时间是2022年12月23日20点35分。,"{""globalId"":""1010193972556610489"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925585,""dateType"":""time""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]}"
45ms,指尖查词,现在的时间,1010193972556710491,200702,"{""currentTime"":1671798925593,""dateType"":""time""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]",现在时间是2022年12月23日20点35分。,"{""globalId"":""1010193972556710491"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925593,""dateType"":""time""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]}"
45ms,指尖查词,现在几点,1010193972558210508,200702,"{""currentTime"":1671798925600,""dateType"":""time""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]",现在时间是2022年12月23日20点35分。,"{""globalId"":""1010193972558210508"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925600,""dateType"":""time""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""现在时间是2022年12月23日20点35分。""}}]}"
89ms,指尖查词,取消7点闹钟,1010193972553910471,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972553910471"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""07:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
125ms,指尖查词,帮我删除12:00的闹铃,1010193972550810439,200710,"{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""00:00:00"",""timeLen"":""""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]",好的。,"{""globalId"":""1010193972550810439"",""intent"":{""code"":200710,""operateState"":1010,""parameters"":{""action"":""delete"",""alarmType"":""alarmClock"",""cycleType"":0,""startDate"":""2022-12-24"",""time"":""00:00:00"",""timeLen"":""""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的。""}}]}"
64ms,指尖查词,斯德哥尔摩的时间,1010193972557410414,200702,"{""currentTime"":1671798925616,""dateType"":""time"",""location"":""斯德哥尔摩""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""斯德哥尔摩现在时间是2022年12月23日13点35分。""}}]",斯德哥尔摩现在时间是2022年12月23日13点35分。,"{""globalId"":""1010193972557410414"",""intent"":{""code"":200702,""operateState"":1010,""parameters"":{""currentTime"":1671798925616,""dateType"":""time"",""location"":""斯德哥尔摩""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""斯德哥尔摩现在时间是2022年12月23日13点35分。""}}]}"
